"Скорость, м/с","Угол, град","t, с","m, кг","V, м/с","a, м/с",M,C_Xa,"X_a, Н","α, рад","Θ_c, рад","dV/dt, м/с²",C_Ya,"Y_a, Н","dΘ_c/dt, с⁻¹","Θ_c, град","θ, град","y, м","dy/dt, м/с","x, м","dx/dt, м/с","M_z^α, Н·м/рад","ω_z, с⁻¹","dω_z/dt, с⁻²","ρ, кг/м³","p, Па"
245,20,0.0,800.0,245.0,340.29,0.72,0.47,3455.69,-0.34907,0.3491,0.0,0.25,-641.68,0.0,20.0,0.0,0.0,0.0,0.0,0.0,-2117.58,0.3491,0.0,1.225,101325.0
245,20,1.0,800.0,237.74,339.99,0.6993,0.4493,3087.24,0.12648,0.3116,-6.87,0.25,217.3,-0.0381,17.854,25.1,78.2,72.89,228.27,226.29,-1922.09,-1.4222,-2.0453,1.21583,100389.1
245,20,2.0,800.0,231.27,339.74,0.6807,0.4307,2782.81,0.15352,0.27,-6.09,0.25,247.96,-0.0395,15.469,24.26,145.46,61.68,452.83,222.89,-1759.2,1.2743,-2.2245,1.20799,99589.8
245,20,3.0,800.0,225.52,339.52,0.6642,0.4142,2531.11,-0.32677,0.2296,-5.4,0.25,-499.16,-0.0451,13.155,-5.57,202.05,51.33,674.03,219.6,-1623.48,-0.7711,4.4017,1.20142,98921.3
245,20,4.0,800.0,220.47,339.34,0.6497,0.3997,2323.9,0.38554,0.1861,-4.72,0.25,560.38,-0.0405,10.66,32.75,247.94,40.78,892.17,216.67,-1510.96,0.0617,-4.8442,1.19611,98381.8
245,20,5.0,800.0,216.07,339.2,0.637,0.387,2153.61,-0.37584,0.1415,-4.08,0.25,-522.88,-0.048,8.109,-13.42,283.71,30.48,1107.42,213.91,-1417.94,0.3169,4.4375,1.19198,97963.0
245,20,6.0,800.0,212.31,339.11,0.6261,0.3761,2015.66,0.34158,0.0968,-3.47,0.25,457.69,-0.0433,5.546,25.12,309.06,20.52,1320.04,211.31,-1342.23,-0.7024,-3.8212,1.18907,97667.0
245,20,7.0,800.0,209.14,339.05,0.6168,0.3668,1905.03,-0.30724,0.0493,-2.86,0.25,-398.87,-0.0492,2.825,-14.78,324.58,10.31,1530.12,208.88,-1281.32,0.7738,3.2832,1.18728,97486.3
245,20,8.0,800.0,206.56,339.03,0.6093,0.3593,1819.03,0.28393,0.0034,-2.31,0.25,359.38,-0.0453,0.196,16.46,329.98,0.7,1737.83,206.56,-1233.92,-0.9473,-2.923,1.18666,97423.4
245,20,9.0,800.0,204.53,339.04,0.6033,0.3533,1754.34,-0.2733,-0.0457,-1.75,0.25,-339.31,-0.05,-2.617,-18.28,325.74,-9.34,1943.26,204.32,-1198.35,0.8779,2.733,1.18715,97472.7
245,20,10.0,800.0,203.05,339.1,0.5988,0.3488,1709.43,0.27351,-0.0923,-1.23,0.25,335.12,-0.046,-5.286,10.39,311.63,-18.71,2146.5,202.18,-1173.88,-0.9667,-2.6792,1.18877,97637.1
245,20,11.0,800.0,202.07,339.19,0.5957,0.3457,1682.08,-0.28069,-0.1418,-0.72,0.25,-341.39,-0.0502,-8.122,-24.2,288.08,-28.55,2347.62,200.04,-1159.34,0.8428,2.7151,1.19148,97912.0
245,20,12.0,800.0,201.59,339.31,0.5941,0.3441,1671.54,0.2906,-0.1883,-0.25,0.25,352.9,-0.0456,-10.789,5.86,254.84,-37.74,2546.64,198.03,-1154.37,-0.901,-2.7984,1.19531,98300.9
245,20,13.0,800.0,201.57,339.48,0.5938,0.3438,1676.25,-0.29984,-0.2372,0.21,0.25,-365.53,-0.0496,-13.589,-30.77,212.37,-47.36,2743.63,195.92,-1158.14,0.7681,2.8963,1.20022,98799.7
245,20,14.0,800.0,201.99,339.68,0.5946,0.3446,1696.06,0.30496,-0.2829,0.62,0.25,375.19,-0.0443,-16.208,1.26,160.4,-56.38,2938.55,193.96,-1170.55,-0.8352,-2.9769,1.20625,99412.9
245,20,15.0,800.0,202.8,339.91,0.5966,0.3466,1729.79,-0.30419,-0.3303,1.02,0.25,-379.51,-0.0481,-18.925,-36.35,99.41,-65.78,3131.48,191.84,-1190.95,0.7377,3.0212,1.21335,100136.5
245,20,16.0,800.0,204.0,340.18,0.5997,0.3497,1777.66,0.29446,-0.3743,1.36,0.25,374.24,-0.0424,-21.448,-4.58,29.12,-74.59,3322.3,189.87,-1219.43,-0.855,-2.9948,1.22158,100975.6
245,20,16.38,800.0,204.54,340.29,0.6011,0.3511,1799.2,-0.13594,-0.3911,1.49,0.25,-174.21,-0.0454,-22.407,-30.2,0.0,-77.97,3394.65,189.1,-1232.14,-1.196,1.3854,1.22486,101311.1
245,29,0.0,800.0,245.0,340.29,0.72,0.47,3455.69,-0.5236,0.5236,1.5,0.25,-962.51,-0.0455,30.0,0.0,0.0,-78.13,0.0,189.06,-2117.58,0.5236,1.6087,1.225,101325.0
245,29,1.0,800.0,236.22,339.85,0.6951,0.4451,3008.31,0.20624,0.4894,-8.37,0.25,348.5,-0.0348,28.042,39.86,116.57,111.05,210.39,208.49,-1879.24,-2.0693,-3.2566,1.21135,99932.4
245,29,2.0,800.0,228.26,339.44,0.6725,0.4225,2639.37,0.18139,0.4494,-7.56,0.25,283.32,-0.0372,25.746,36.14,221.65,99.15,417.4,205.6,-1680.52,1.9822,-2.5055,1.19915,98690.6
245,29,3.0,800.0,221.06,339.08,0.6519,0.4019,2333.93,-0.42745,0.4118,-6.84,0.25,-620.53,-0.0441,23.595,-0.9,315.56,88.48,621.41,202.57,-1514.25,-1.4486,5.3674,1.18832,97591.3
245,29,4.0,800.0,214.58,338.76,0.6334,0.3834,2081.13,0.54146,0.3687,-6.14,0.25,734.74,-0.0384,21.126,52.15,398.28,77.34,822.83,200.16,-1375.23,0.7866,-6.1878,1.17884,96631.2
245,29,5.0,800.0,208.76,338.48,0.6168,0.3668,1871.16,-0.5843,0.3261,-5.48,0.25,-745.25,-0.0489,18.682,-14.8,470.55,66.87,1021.7,197.76,-1258.65,-0.5426,6.1166,1.17061,95798.8
245,29,6.0,800.0,203.62,338.25,0.602,0.352,1698.16,0.59867,0.28,-4.83,0.25,722.08,-0.0419,16.043,50.34,531.93,56.27,1218.47,195.69,-1161.72,0.3813,-5.7864,1.16366,95096.4
245,29,7.0,800.0,199.09,338.05,0.5889,0.3389,1555.47,-0.5929,0.2337,-4.21,0.25,-680.25,-0.0522,13.387,-20.58,583.27,46.1,1413.1,193.68,-1081.12,-0.622,5.333,1.15787,94512.1
245,29,8.0,800.0,195.19,337.89,0.5777,0.3277,1439.85,0.55435,0.1838,-3.59,0.25,608.97,-0.0455,10.532,42.29,623.99,35.68,1605.91,191.9,-1015.35,0.8289,-4.6818,1.15329,94050.7
245,29,9.0,800.0,191.89,337.77,0.5681,0.3181,1346.73,-0.45748,0.1356,-3.01,0.25,-484.21,-0.0538,7.769,-18.44,654.93,25.94,1796.9,190.13,-962.06,-1.3074,3.6587,1.14982,93701.5
245,29,10.0,800.0,189.19,337.69,0.5602,0.3102,1274.28,0.28483,0.082,-2.4,0.25,292.47,-0.0497,4.696,21.01,675.54,15.49,1986.24,188.56,-920.44,1.5413,-2.1759,1.14751,93469.3
245,29,11.0,800.0,187.07,337.65,0.554,0.304,1219.59,-0.04044,0.0329,-1.85,0.25,-40.55,-0.0526,1.885,-0.43,686.39,6.15,2173.99,186.97,-888.98,-1.8021,0.2919,1.1463,93347.3
245,29,12.0,800.0,185.52,337.65,0.5494,0.3,1183.45,-0.23688,-0.0228,-1.26,0.25,-233.62,-0.0544,-1.306,-14.88,687.37,-4.23,2360.21,185.47,-867.86,1.5602,1.7187,1.14619,93336.3
245,29,13.0,800.0,184.52,337.68,0.5464,0.3,1171.79,0.47849,-0.0732,-0.75,0.25,467.25,-0.0498,-4.193,23.22,678.42,-13.49,2544.95,184.03,-859.31,-1.2078,-3.429,1.14719,93436.9
245,29,14.0,800.0,184.04,337.75,0.5449,0.3,1167.72,-0.62083,-0.1276,-0.21,0.25,-604.13,-0.0569,-7.312,-42.88,660.08,-23.42,2728.25,182.54,-856.33,0.3965,4.4294,1.14924,93643.3
245,29,15.0,800.0,184.09,337.86,0.5449,0.3,1171.58,0.62742,-0.1802,0.29,0.25,612.56,-0.0482,-10.323,25.63,631.73,-32.99,2910.05,181.11,-859.16,0.2949,-4.4879,1.15242,93963.3
245,29,16.0,800.0,184.61,338.01,0.5462,0.3,1182.57,-0.50182,-0.2309,0.77,0.25,-494.53,-0.055,-13.232,-41.98,594.23,-42.26,3090.48,179.71,-867.22,-1.1073,3.6199,1.15663,94387.7
245,29,17.0,800.0,185.63,338.19,0.5489,0.3,1201.12,0.28221,-0.2845,1.25,0.25,282.48,-0.0488,-16.303,-0.13,546.95,-52.11,3269.39,178.16,-880.82,1.482,-2.0638,1.16196,94925.2
245,29,18.0,800.0,187.08,338.41,0.5528,0.3028,1238.19,-0.0287,-0.3317,1.65,0.25,-29.34,-0.0497,-19.006,-20.65,490.46,-60.92,3446.92,176.88,-904.17,-1.7666,0.2086,1.16835,95570.5
245,29,19.0,800.0,188.93,338.66,0.5579,0.3079,1292.13,-0.19952,-0.3836,2.05,0.25,-209.35,-0.0495,-21.978,-33.41,424.66,-70.71,3622.98,175.2,-936.55,1.589,1.5636,1.17584,96326.8
245,29,20.0,800.0,191.15,338.95,0.5639,0.3139,1358.64,0.36795,-0.4283,2.37,0.25,398.09,-0.0441,-24.542,-3.46,349.53,-79.4,3797.49,173.88,-976.22,-1.4369,-2.9979,1.18442,97196.1
245,29,21.0,800.0,193.68,339.27,0.5709,0.3209,1437.35,-0.47258,-0.4763,2.7,0.25,-529.22,-0.0484,-27.29,-54.37,265.53,-88.8,3970.55,172.13,-1022.88,1.0431,4.0306,1.19408,98175.7
245,29,22.0,800.0,196.52,339.63,0.5786,0.3286,1529.14,0.52362,-0.5189,2.95,0.25,609.12,-0.0395,-29.729,0.27,172.26,-97.45,4141.87,170.65,-1076.97,-0.8678,-4.6997,1.20487,99272.7
245,29,23.0,800.0,199.59,340.02,0.587,0.337,1633.26,-0.5402,-0.5625,3.19,0.25,-654.56,-0.0457,-32.23,-63.18,70.44,-106.44,4311.7,168.83,-1137.98,0.6211,5.1216,1.21674,100481.7
245,29,23.64,800.0,201.68,340.28,0.5927,0.3427,1707.15,0.4092,-0.5894,3.32,0.25,509.76,-0.0373,-33.769,-10.32,0.0,-112.1,4420.03,167.66,-1181.01,1.185,-4.0151,1.22467,101291.8
245,40,0.0,800.0,245.0,340.29,0.72,0.47,3455.69,-0.69813,0.6981,3.33,0.25,-1283.35,-0.0367,40.0,0.0,0.0,-112.56,0.0,167.58,-2117.58,0.6981,-4.6933,1.225,101325.0
245,40,1.0,800.0,234.83,339.71,0.6913,0.4413,2937.83,0.29277,0.6684,-9.75,0.25,487.3,-0.0302,38.295,55.07,151.26,145.52,186.12,184.3,-1840.91,-2.6972,-4.5248,1.20731,99521.1
245,40,2.0,800.0,225.5,339.18,0.6648,0.4148,2512.76,0.18259,0.6312,-8.93,0.25,276.5,-0.0336,36.164,46.63,290.54,133.07,369.26,182.05,-1610.82,2.6934,-2.4096,1.1912,97883.2
245,40,3.0,800.0,216.92,338.69,0.6405,0.3905,2161.89,-0.47416,0.5981,-8.22,0.25,-656.28,-0.0411,34.27,7.1,418.23,122.15,549.81,179.26,-1418.4,-2.2101,5.5728,1.17657,96400.9
245,40,4.0,800.0,209.06,338.24,0.6181,0.3681,1871.65,0.6018,0.5568,-7.52,0.25,765.0,-0.0353,31.904,66.38,534.36,110.49,728.27,177.48,-1257.13,1.7223,-6.282,1.16338,95068.7
245,40,5.0,800.0,201.85,337.83,0.5975,0.3475,1630.22,-0.61813,0.5184,-6.9,0.25,-725.0,-0.0467,29.701,-5.72,639.76,100.01,904.56,175.33,-1121.24,-1.7424,5.7585,1.15152,93872.6
245,40,6.0,800.0,195.28,337.47,0.5787,0.3287,1430.17,0.53105,0.4721,-6.25,0.25,577.69,-0.041,27.047,57.47,734.0,88.8,1079.25,173.93,-1007.2,1.883,-4.4432,1.14099,92813.4
245,40,7.0,800.0,189.33,337.14,0.5616,0.3116,1263.81,-0.30477,0.4297,-5.66,0.25,-309.07,-0.0491,24.62,7.16,817.92,78.87,1252.21,172.11,-911.16,-2.287,2.3025,1.13167,91878.5
245,40,8.0,800.0,183.98,336.86,0.5462,0.3,1140.98,-0.0786,0.3773,-5.04,0.25,-74.74,-0.0501,21.616,17.11,891.21,67.78,1423.79,171.04,-836.72,2.2633,0.5566,1.12358,91068.3
245,40,9.0,800.0,179.2,336.61,0.5324,0.3,1075.81,0.52491,0.3305,-4.53,0.25,470.59,-0.0485,18.937,49.01,954.11,58.16,1594.08,169.5,-788.93,-1.8868,-3.4555,1.11668,90377.5
245,40,10.0,800.0,174.96,336.41,0.5201,0.3,1020.17,-0.851,0.2752,-3.94,0.25,-723.47,-0.0591,15.768,-32.99,1007.08,47.55,1762.97,168.38,-748.12,0.6569,5.3052,1.11089,89799.1
245,40,11.0,800.0,171.32,336.24,0.5095,0.3,974.09,0.85359,0.2203,-3.36,0.25,692.89,-0.0508,12.62,61.53,1049.41,37.43,1930.79,167.18,-714.33,0.7065,-5.077,1.10628,89339.2
245,40,12.0,800.0,168.24,336.12,0.5005,0.3,936.31,-0.43592,0.1663,-2.79,0.25,-340.13,-0.06,9.527,-15.45,1082.15,27.85,2097.31,165.91,-686.63,-1.9821,2.4884,1.10272,88984.6
245,40,13.0,800.0,165.76,336.03,0.4933,0.3,906.99,-0.24639,0.104,-2.15,0.25,-186.23,-0.0602,5.96,-8.16,1104.66,17.21,2262.7,164.87,-665.13,2.0203,1.3702,1.10028,88741.6
245,40,14.0,800.0,163.9,335.98,0.4878,0.3,885.68,0.80989,0.0479,-1.58,0.25,597.75,-0.0552,2.745,49.15,1117.09,7.85,2427.0,163.72,-649.5,-1.0737,-4.3843,1.09894,88607.5
245,40,15.0,800.0,162.62,335.97,0.484,0.3,871.64,-0.87242,-0.0125,-0.97,0.25,-633.69,-0.0651,-0.715,-50.7,1120.14,-2.03,2590.16,162.61,-639.2,-0.7533,4.6439,1.09861,88574.7
245,40,16.0,800.0,161.98,336.0,0.4821,0.3,865.33,0.36063,-0.0756,-0.34,0.25,260.05,-0.0583,-4.332,16.33,1112.9,-12.23,2752.22,161.51,-634.57,1.8895,-1.9021,1.09939,88652.7
245,40,17.0,800.0,161.91,336.06,0.4818,0.3,866.04,0.39138,-0.1318,0.21,0.25,282.46,-0.0578,-7.549,14.88,1096.14,-21.27,2913.23,160.51,-635.1,-1.9702,-2.0749,1.1012,88833.5
245,40,18.0,800.0,162.41,336.16,0.4831,0.3,873.63,-0.875,-0.1941,0.8,0.25,-637.02,-0.0641,-11.12,-61.25,1069.94,-31.32,3073.18,159.36,-640.66,0.5509,4.6712,1.10405,89116.7
245,40,19.0,800.0,163.49,336.3,0.4861,0.3,888.47,0.78288,-0.2532,1.35,0.25,579.64,-0.0536,-14.508,30.35,1033.66,-40.96,3231.97,158.28,-651.55,1.0076,-4.2467,1.10799,89510.1
245,40,20.0,800.0,165.08,336.48,0.4906,0.3,909.82,-0.21652,-0.3073,1.83,0.25,-164.16,-0.0578,-17.609,-30.01,988.29,-49.94,3389.8,157.34,-667.2,-2.114,1.1984,1.11294,90004.0
245,40,21.0,800.0,167.16,336.69,0.4965,0.3,938.04,-0.44551,-0.367,2.35,0.25,-348.26,-0.0573,-21.03,-46.56,933.34,-59.99,3546.49,156.03,-687.9,1.7925,2.5576,1.11895,90605.2
245,40,22.0,800.0,169.73,336.94,0.5037,0.3,973.18,0.83394,-0.4183,2.77,0.25,676.31,-0.0478,-23.964,23.82,868.76,-68.94,3702.01,155.1,-713.67,-0.7347,-4.9593,1.12606,91315.9
245,40,23.0,800.0,172.69,337.23,0.5121,0.3,1014.72,-0.813,-0.4699,3.17,0.25,-687.48,-0.0556,-26.924,-73.51,795.33,-78.2,3856.62,153.97,-744.13,-0.7993,5.0368,1.13417,92129.4
245,40,24.0,800.0,176.07,337.55,0.5216,0.3,1063.36,0.47566,-0.5219,3.56,0.25,421.5,-0.0453,-29.9,-2.65,712.22,-87.77,4009.86,152.63,-779.8,1.7566,-3.0835,1.14341,93057.3
245,40,25.0,800.0,179.77,337.91,0.532,0.3,1118.58,-0.02585,-0.5652,3.85,0.25,-24.09,-0.0462,-32.383,-33.86,620.24,-96.28,4162.11,151.82,-820.29,-2.2439,0.1687,1.15371,94093.2
245,40,26.0,800.0,183.79,338.3,0.5433,0.3,1180.64,-0.36883,-0.614,4.17,0.25,-362.88,-0.0461,-35.177,-56.31,519.18,-105.88,4313.16,150.22,-865.81,1.9492,2.6674,1.1651,95242.0
245,40,27.0,800.0,188.08,338.72,0.5553,0.3053,1271.54,0.62396,-0.6533,4.37,0.25,649.78,-0.0371,-37.432,-1.68,408.97,-114.32,4462.88,149.35,-925.17,-1.4908,-4.8135,1.17762,96507.7
245,40,28.0,800.0,192.52,339.18,0.5676,0.3176,1402.37,-0.73499,-0.6956,4.53,0.25,-811.29,-0.0444,-39.854,-81.97,290.25,-123.37,4611.57,147.8,-1002.48,0.8315,6.1392,1.19123,97886.5
245,40,29.0,800.0,197.11,339.67,0.5803,0.3303,1547.69,0.7591,-0.7325,4.62,0.25,889.22,-0.0314,-41.97,1.52,162.49,-131.82,4758.61,146.55,-1087.64,-0.4949,-6.8759,1.20601,99388.3
245,40,30.0,800.0,201.76,340.19,0.5931,0.3431,1706.49,-0.74956,-0.7691,4.69,0.25,-932.08,-0.0407,-44.064,-87.01,26.57,-140.32,4904.54,144.98,-1179.99,0.2689,7.3639,1.22188,101006.2
245,40,30.19,800.0,202.64,340.29,0.5955,0.3455,1737.83,-0.56431,-0.7766,4.7,0.25,-709.48,-0.0389,-44.495,-76.83,0.0,-142.02,4931.78,144.55,-1198.11,1.5262,5.6376,1.22483,101307.3
245,50,0.0,800.0,245.0,340.29,0.72,0.47,3455.69,-0.87266,0.8727,4.7,0.25,-1604.19,-0.0388,50.0,0.0,0.0,-142.13,0.0,144.52,-2117.58,0.8727,5.4863,1.225,101325.0
245,50,1.0,800.0,233.63,339.6,0.688,0.438,2877.65,0.38433,0.8483,-10.95,0.25,631.33,-0.0244,48.607,70.63,181.21,175.26,156.2,154.48,-1808.13,-3.3099,-5.8305,1.20383,99167.0
245,50,2.0,800.0,223.08,338.95,0.6582,0.4082,2405.81,0.16287,0.8153,-10.15,0.25,239.99,-0.0288,46.714,56.05,350.02,162.39,309.86,152.96,-1551.74,3.396,-2.0594,1.18436,97190.4
245,50,3.0,800.0,213.28,338.34,0.6304,0.3804,2018.15,-0.4715,0.7883,-9.48,0.25,-625.44,-0.0361,45.165,18.15,506.89,151.24,461.41,150.37,-1337.86,-2.9842,5.2215,1.16649,95382.4
245,50,4.0,800.0,204.14,337.78,0.6044,0.3544,1698.52,0.55769,0.7504,-8.81,0.25,668.27,-0.0311,42.997,74.95,651.97,139.22,611.35,149.31,-1158.73,2.6763,-5.36,1.15015,93734.7
245,50,5.0,800.0,195.61,337.26,0.58,0.33,1433.47,-0.44383,0.7184,-8.24,0.25,-481.97,-0.0408,41.159,15.73,786.04,128.74,759.52,147.27,-1007.77,-2.8507,3.7089,1.1352,92232.8
245,50,6.0,800.0,187.68,336.79,0.5573,0.3073,1213.88,0.10033,0.6742,-7.64,0.25,99.09,-0.0402,38.627,44.38,908.92,117.16,906.51,146.62,-880.62,2.9166,-0.7233,1.12164,90873.4
245,50,7.0,800.0,180.28,336.35,0.536,0.3,1081.64,0.45757,0.6371,-7.18,0.25,412.44,-0.0408,36.502,62.72,1021.07,107.24,1052.28,144.91,-793.2,-2.6668,-3.0321,1.10936,89646.8
245,50,8.0,800.0,173.34,335.96,0.516,0.3,990.03,-0.98975,0.5878,-6.67,0.25,-816.57,-0.053,33.681,-23.03,1122.87,96.13,1196.78,144.24,-726.02,1.3364,5.9898,1.09831,88545.3
245,50,9.0,800.0,166.92,335.6,0.4974,0.3,909.9,1.1399,0.5399,-6.18,0.25,864.32,-0.0439,30.936,96.25,1213.66,85.81,1340.59,143.18,-667.26,0.5478,-6.3347,1.08853,87572.1
245,50,10.0,800.0,160.99,335.29,0.4802,0.3,839.61,-0.59878,0.4909,-5.67,0.25,-418.95,-0.0569,28.129,-6.18,1294.64,75.9,1483.08,141.97,-615.72,-2.3826,3.0665,1.07985,86711.5
245,50,11.0,800.0,155.62,335.02,0.4645,0.3,779.1,-0.45592,0.4304,-5.06,0.25,-296.0,-0.0596,24.657,-1.46,1365.03,64.92,1624.79,141.43,-571.34,2.3647,2.1746,1.07236,85968.9
245,50,12.0,800.0,150.84,334.78,0.4506,0.3,727.68,1.20189,0.3747,-4.5,0.25,728.82,-0.0544,21.468,90.33,1424.98,55.21,1765.74,140.38,-533.63,-0.5108,-5.3442,1.06601,85340.6
245,50,13.0,800.0,146.64,334.58,0.4383,0.3,684.27,-0.78663,0.3144,-3.89,0.25,-448.55,-0.0674,18.013,-27.06,1475.38,45.35,1905.61,139.45,-501.79,-2.0296,3.286,1.06069,84815.3
245,50,14.0,800.0,143.11,334.43,0.4279,0.3,649.08,-0.52715,0.2444,-3.18,0.25,-285.14,-0.069,14.001,-16.2,1515.34,34.62,2044.77,138.85,-475.99,2.1848,2.0935,1.05649,84400.7
245,50,15.0,800.0,140.26,334.31,0.4195,0.3,621.66,1.2616,0.1793,-2.53,0.25,653.57,-0.0629,10.274,82.56,1545.05,25.01,2183.22,138.01,-455.88,0.0379,-4.7919,1.05338,84093.5
245,50,16.0,800.0,138.06,334.23,0.4131,0.3,601.12,-0.40293,0.1126,-1.85,0.25,-201.84,-0.0724,6.449,-16.64,1565.4,15.51,2320.8,137.19,-440.82,-2.3811,1.4774,1.05125,83883.5
245,50,17.0,800.0,136.58,334.19,0.4087,0.3,587.73,-1.00888,0.0367,-1.09,0.25,-494.13,-0.0762,2.101,-55.7,1575.69,5.01,2457.63,136.49,-431.01,1.3949,3.6246,1.05017,83777.6
245,50,18.0,800.0,135.85,334.19,0.4065,0.3,581.47,1.05441,-0.0351,-0.38,0.25,510.92,-0.0674,-2.014,58.4,1575.69,-4.77,2593.76,135.77,-426.41,1.2806,-3.7448,1.05017,83777.6
245,50,19.0,800.0,135.8,334.23,0.4063,0.3,581.54,0.35583,-0.1026,0.28,0.25,172.44,-0.0702,-5.877,14.51,1566.38,-13.9,2729.19,135.09,-426.46,-2.3722,-1.2667,1.05115,83873.4
